scenario_id,ego_id,rule,repairability,model,TV,TC,maneuvers,SAT_time,TC_time,reach_time,total_time
DEU_AachenBendplatz-1_81520_T-1539,10114,R_IN1,bingo,"{'~a', 'b', '~e'}",14,13,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.410743713378906e-05,0.03914189338684082,0.024966001510620117,0.08463048934936523
DEU_AachenBendplatz-1_73200_T-3219,10123,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'d', '~a', '~e', '~b'}",16,-inf,[<Maneuver.KICKDOWN: 'kick-down'>],6.198883056640625e-05,0.0511016845703125,0,0.051163673400878906
DEU_AachenBendplatz-1_151520_T-1539,10108,R_IN1,bingo,"{'~a', 'b'}",15,13,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",2.574920654296875e-05,0.05479240417480469,0.02388167381286621,0.08752846717834473
DEU_AachenBendplatz-1_101840_T-1859,10111,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'d', '~a', '~e', '~b'}",17,15,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",5.745887756347656e-05,0.056523799896240234,0.04081296920776367,0.09739422798156738
DEU_AachenBendplatz-1_121740_T-1759,10096,R_IN1,bingo,"{'~a', 'b', '~e'}",17,10,[<Maneuver.KICKDOWN: 'kick-down'>],0.0003154277801513672,0.3101513385772705,0.20579957962036133,0.662736177444458
DEU_AachenBendplatz-1_1720_T-39,10013,R_IN1,bingo,"{'~a', 'b', '~e'}",16,9,[<Maneuver.KICKDOWN: 'kick-down'>],4.267692565917969e-05,0.03689742088317871,0.042758941650390625,0.09654664993286133
DEU_AachenBendplatz-1_161200_T-1219,10100,R_IN1,bingo,"{'~a', 'b', '~e'}",17,4,[<Maneuver.KICKDOWN: 'kick-down'>],5.936622619628906e-05,0.04478764533996582,0.04973101615905762,0.1357133388519287
DEU_AachenBendplatz-1_133380_T-3399,10235,R_IN1,bingo,"{'~a', 'b', '~e'}",18,16,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",3.886222839355469e-05,0.05097365379333496,0.02270340919494629,0.0798490047454834
DEU_AachenBendplatz-1_15920_T-939,10064,R_IN1,bingo,"{'~a', 'b', '~e'}",18,16,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",7.2479248046875e-05,0.05416584014892578,0.026006698608398438,0.08548974990844727
DEU_AachenBendplatz-1_122600_T-2619,10162,R_IN1,bingo,"{'~a', 'b', '~e'}",18,16,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",5.626678466796875e-05,0.06345677375793457,0.03709673881530762,0.10680079460144043
DEU_AachenBendplatz-1_112180_T-2199,10139,R_IN1,bingo,"{'~a', 'b', '~e'}",17,16,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.4345855712890625e-05,0.06105947494506836,0.02764892578125,0.11420702934265137
DEU_AachenBendplatz-1_174480_T-4499,10329,R_IN1,bingo,"{'~a', 'b', '~e'}",18,17,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.6253204345703125e-05,0.044706106185913086,0.021970033645629883,0.0716092586517334
DEU_AachenBendplatz-1_82620_T-2639,10197,R_IN1,bingo,"{'~a', 'b', '~e'}",18,17,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",3.695487976074219e-05,0.042688846588134766,0.020428180694580078,0.08623814582824707
DEU_AachenBendplatz-1_133560_T-3579,10256,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_162440_T-2459,10193,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_153060_T-3079,10203,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_206020_T-6039,10462,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81800_T-1819,10134,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121200_T-1219,10067,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_91300_T-1319,10079,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_74520_T-4539,10173,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_73360_T-3379,10133,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_27420_T-439,10067,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13940_T-959,10069,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_93240_T-3259,10191,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_84260_T-4279,10324,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1780_T-99,10004,R_IN4,initialization fails with x and/or y coordinate outside of projection domain,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_11480_T-499,10039,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_141560_T-1579,10098,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_8740_T-759,10051,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,"initialization fails with CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 39.38 GiB of which 1.78 GiB is free. Process 2131618 has 1.24 GiB memory in use. Process 465571 has 514.00 MiB memory in use. Including non-PyTorch memory, this process has 35.84 GiB memory in use. Of the allocated memory 33.50 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121860_T-1879,10102,R_IN4,initialization fails with x and/or y coordinate outside of projection domain,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nr of scenarios,72,Nr of infeasible trajectories,3,0.0417,Nr of repairable trajectories,69,1.0
scenario_id,ego_id,rule,repairability,model,TV,TC,maneuvers,SAT_time,TC_time,reach_time,total_time
DEU_AachenBendplatz-1_155320_T-5339,10335,R_IN1,initial feasibility
DEU_AachenBendplatz-1_75140_T-5159,10203,R_IN1,bingo,"{'~a', 'b', '~e'}",1,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.506111145019531e-05,0.020908832550048828,0.035956621170043945,0.08214616775512695
DEU_AachenBendplatz-1_171600_T-1619,10125,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'~a', '~e', 'd', '~b'}",2,-inf,[<Maneuver.KICKDOWN: 'kick-down'>],5.030632019042969e-05,0.019132614135742188,0,0.019182920455932617
DEU_AachenBendplatz-1_124700_T-4719,10320,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'~a', '~e', 'd', '~b'}",2,-inf,[<Maneuver.KICKDOWN: 'kick-down'>],4.8160552978515625e-05,0.018817424774169922,0,0.018865585327148438
DEU_AachenBendplatz-1_12700_T-719,10035,R_IN1,bingo,"{'~a', 'b', '~e'}",4,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",3.314018249511719e-05,0.057159423828125,0.03615593910217285,0.11839628219604492
DEU_AachenFrankenburg-1_184060_T-4079,10290,R_IN4,bingo,"{'~n', '~d', '~j'}",1,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",0.00013947486877441406,0.3381233215332031,0.31037282943725586,0.8421010971069336
DEU_AachenBendplatz-1_162800_T-2819,10214,R_IN1,bingo,"{'~a', 'b', '~e'}",4,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",0.0002675056457519531,0.48435354232788086,0.32320261001586914,1.014418125152588
DEU_AachenBendplatz-1_16640_T-659,10046,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~b', '~m', '~h', '~j', '~k', 'o', '~d', '~e', '~a', 'f', '~g', '~c', '~i', 'n'}",2,-inf,[<Maneuver.CONSTANT: 'constant velocity'>],0.0007998943328857422,2.0240612030029297,0,2.0248610973358154
DEU_AachenBendplatz-1_134900_T-4919,10351,R_IN1,bingo,"{'~a', 'b', '~e'}",5,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",3.504753112792969e-05,0.06576395034790039,0.05505824089050293,0.147050142288208
DEU_AachenBendplatz-1_145000_T-5019,10367,R_IN4,bingo,"{'~n', '~e', '~j'}",6,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",6.103515625e-05,0.9572584629058838,0.4099419116973877,1.5881924629211426
Nr of scenarios,7,Nr of infeasible trajectories,1,0.1429,Nr of repairable trajectories,6,1.0
scenario_id,ego_id,rule,repairability,model,TV,TC,maneuvers,SAT_time,TC_time,reach_time,total_time
DEU_AachenBendplatz-1_172260_T-2279,10176,R_IN1,bingo,"{'~e', 'b', '~a'}",4,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",7.653236389160156e-05,0.06363940238952637,0.04963421821594238,0.22902607917785645
DEU_AachenBendplatz-1_102160_T-2179,10126,R_IN4,bingo,"{'~d', '~g', '~n', '~i', '~e', '~j', '~k', '~h'}",7,0,"[<Maneuver.CONSTANT: 'constant velocity'>, <Maneuver.KICKDOWN: 'kick-down'>]",2.6226043701171875e-05,0.13603639602661133,0.06042623519897461,0.22162389755249023
DEU_AachenBendplatz-1_165100_T-5119,10371,R_IN4,bingo,"{'~d', '~e', '~n', '~j', '~f'}",11,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",2.09808349609375e-05,0.18780064582824707,0.043482303619384766,0.29480743408203125
DEU_AachenBendplatz-1_121080_T-1099,10056,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'d', '~e', '~a', '~b'}",2,-inf,[],4.887580871582031e-05,0.018732309341430664,0,0.018781185150146484
DEU_AachenBendplatz-1_123940_T-3959,10258,R_IN1,bingo,"{'~e', 'b', '~a'}",4,1,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.0531158447265625e-05,0.04967188835144043,0.03759121894836426,0.1109614372253418
DEU_AachenBendplatz-1_152840_T-2859,10184,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'d', '~e', '~a', '~b'}",3,-inf,[<Maneuver.KICKDOWN: 'kick-down'>],4.744529724121094e-05,0.01897144317626953,0,0.019018888473510742
DEU_AachenBendplatz-1_85160_T-5179,10405,R_IN1,error/failed with 'float' object has no attribute 'dtype',"{'d', '~e', '~a', '~b'}",3,-inf,[<Maneuver.KICKDOWN: 'kick-down'>],5.745887756347656e-05,0.019166231155395508,0,0.019223690032958984
DEU_AachenBendplatz-1_141540_T-1559,10095,R_IN1,bingo,"{'~e', 'b', '~a'}",5,1,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",3.7670135498046875e-05,0.05190300941467285,0.05134415626525879,0.12721037864685059
